人,4.1169814782,人,1.4374647649,人,6.488672554,プロフィール,4.9696778901,プロフィール,6.4994046374,人,2.8752722872,人,4.3530688885,登録,4.6602064904,公認,2.8423190707,人,4.6187196795
プロフィール,3.9040397642,自分,0.8927416927,空港,3.7081283894,人,2.1918347045,登録,2.7124209997,公認,2.4319911288,プロフィール,2.5779589715,人,3.7425234364,人,2.8158071643,神戸,3.0045464223
方,1.6368826201,こと,0.8039568541,場所,2.7810962921,画面,1.6565592967,人,2.5269241178,カフェ,1.3739079728,方,1.6722413666,マッチング,2.092331751,カフェ,1.5675793676,英会話,2.1031824956
画面,1.3013465881,公認,0.6234901677,方,2.4046816442,情報,1.4455406167,画面,2.1664682125,登録,1.3433883871,情報,1.6551678325,カフェ,1.3852521375,出会い系,1.1762339696,外国,1.8185218383
旅行,1.1644516518,一,0.6148602781,機能,2.2830542552,方,1.3532585064,お酒,1.630689569,自分,1.2650761031,旅行,1.2896671424,こと,0.822001148,一,1.0219325365,英語,1.6165518878
こと,1.0298156236,シャットアウト,0.5665076987,日本,2.0039013702,お酒,1.2468837299,話,1.6104712962,マッチング,1.1322580294,どっち,1.1187734298,案内,0.6833478163,今,0.9789644453,こと,1.6165518878
マッチング,1.0071409153,登録,0.5513780675,観光,2.0039013702,旅行,1.2096727501,絵心,1.5883428622,誰,1.0169261882,マッチング,0.9198167177,私,0.5759418213,アプリ,0.8970287496,日本語,1.4798932019
どっち,0.9546385728,出会い系,0.545769655,コミュニケーション,1.8540641947,登録,1.1801037051,旅行,1.4749863651,旅行,0.8373511708,地元,0.8653413946,旅行,0.5756466658,最初,0.8857047144,友達,1.2989441702
絵心,0.9540802641,カフェ,0.5404693387,外国人,1.6031210962,こと,1.0439094195,マッチング,1.0724491416,出会い系,0.8155072413,登録,0.8617966457,地元,0.44283421,マッチング,0.7978697222,観光客,1.2989441702
登録,0.8770546034,今,0.4941802705,海外,1.6031210962,マッチング,0.9655979417,こと,1.0239608962,二人,0.6994055618,画面,0.8593196572,情報,0.3846071955,自分,0.7968012479,僕,1.2018185689
地元,0.8056075005,旅行,0.4810472228,マッチング,1.4463413907,どっち,0.8435678153,二人,0.9979948462,こと,0.6637865132,お酒,0.6468055212,英語,0.2500487231,絵,0.7290367673,勉強,1.2018185689
側,0.6696349385,私,0.4440696002,英語,1.4063378296,絵心,0.7686680051,閉鎖,0.9276835861,アプリ,0.6371213086,絵心,0.6300088946,ほん,0,反応,0.7105797677,風,1.2018185689
情報,0.6042391157,情報,0.4352746105,情報,1.3962552805,空間,0.6883866511,パック,0.8786869776,一,0.6277629518,こと,0.6222669201,一,0,登録,0.6179194558,旅行,1.1546799199
閉鎖,0.5572377488,最初,0.4309277044,外国,1.2023408221,半分,0.6651645902,半分,0.8699102674,反応,0.6079977822,英語,0.4459593854,おさらい,0,空港,0.6137788428,子供,1.1099199014
空間,0.5407772734,マッチング,0.4238275314,興味,1.1415271276,場,0.6206014152,自分,0.7900447301,おっさん,0.6018419185,閉鎖,0.3679614298,えと,0,旅行,0.6007973255,本当,1.1099199014
場,0.5227937724,英語,0.3990551168,カフェ,1.0985430272,話,0.6156538148,チケット,0.7854911128,最初,0.5967909079,半分,0.3450459086,最初,0,こと,0.5725223573,街,1.1099199014
チケット,0.4718260687,絵,0.3866824705,風,0.9270320974,チケット,0.6006146769,自然,0.7729165661,自由,0.588798668,自然,0.3065738028,ネタ,0,手段,0.5419291477,スクール,1.1099199014
自然,0.4642728337,神戸,0.366060305,もの,0.9270320974,地元,0.5884592449,有料,0.7683798746,案内,0.5711491136,ジャンル,0.3036067287,僕,0,やり方,0.5419158293,情報,0.9237439359
話,0.4634863812,アプリ,0.3252155378,文化,0.9270320974,有料,0.5875308105,ジャンル,0.7654361463,私,0.5322888516,契機,0.2864398857,ビジネス,0,みなさん,0.5353264321,時,0.9013639267
有料,0.4615477497,案内,0.3042807892,アプリ,0.9270320974,安心,0.5682328358,安心,0.7431417508,話,0.519963227,排除,0.2864398857,活用,0,観光,0.5191975291,一,0.7793665021
ジャンル,0.4597795212,観光,0.2967399069,今,0.8015605481,契機,0.5521864322,側,0.7332314448,店主,0.4855387582,個々,0.2864398857,あれ,0,インターネット,0.5021438862,外国人,0.7793665021
安心,0.4463878013,誰,0.2607096186,手段,0.8015605481,排除,0.5521864322,契機,0.7221560708,きれい,0.4562893037,状況,0.2864398857,ばー,0,私,0.4758922528,あれ,0.739946601
契機,0.433782196,空港,0.2514060041,地元,0.6793552273,個々,0.5521864322,排除,0.7221560708,市,0.4486958181,訳,0.2864398857,子供,0,完全,0.4226916536,双子,0.739946601
排除,0.433782196,日本,0.2485746342,こと,0.6509440154,状況,0.5521864322,個々,0.7221560708,店先,0.4243750641,認識,0.2864398857,双子,0,時間,0.3932284026,発信,0.739946601
個々,0.433782196,僕,0.2308753352,講師,0.5707635638,訳,0.5521864322,状況,0.7221560708,パック,0.3944041612,取っ手,0.2864398857,６,0,学校,0.3730274088,安全面,0.739946601
状況,0.433782196,外国,0.2195686569,街角,0.5707635638,認識,0.5521864322,訳,0.7221560708,空港,0.3895661366,話,0.2726901386,その子,0,スマホ,0.3728550476,意見,0.739946601
訳,0.433782196,友達,0.211358572,ティッシュ,0.5707635638,取っ手,0.5521864322,認識,0.7221560708,複数,0.3798176595,私,0.2319523561,日本,0,店舗,0.3701086116,教室,0.739946601
認識,0.433782196,観光客,0.211358572,winwin,0.5707635638,ジャンル,0.4513098164,取っ手,0.7221560708,情報,0.3592326879,空間,0.2174238561,場,0,すね,0.3696481938,トリガー,0.739946601
取っ手,0.433782196,形,0.2093801544,らな,0.5707635638,自然,0.4338745549,空間,0.5986761125,サイト,0.3449038268,安心,0.2083117659,勉強,0,事前,0.3693739245,変,0.6009092845
英語,0.3810444522,地元,0.2069902075,体験,0.5707635638,英語,0.3562979943,情報,0.5687966296,手段,0.3438476516,カフェ,0.1878087651,仕事,0,不安,0.3678641849,スポット,0.6009092845
案内,0.3684001162,二人,0.202772288,価値,0.5707635638,案内,0.3262605523,カフェ,0.4740327814,掲示,0.328961788,有料,0.1143521153,合間,0,簡単,0.3651203014,コミュニケーション,0.6009092845
お酒,0.3523904438,要,0.1976384846,提供,0.5707635638,パック,0.260180181,地元,0.4708425399,学校,0.3191757598,パック,0.1051052166,発信,0,二人,0.3610573243,側,0.6009092845
私,0.256871443,中,0.1951232658,日本人,0.5707635638,私,0.2468546256,案内,0.4681081656,スマホ,0.3190282813,自分,0.102080005,外国人,0,サービス,0.3584829009,形,0.6009092845
パック,0.1908709377,ガイドブック,0.1832055295,異国,0.5707635638,カフェ,0.2422961627,場,0.4658401577,店舗,0.3166783312,側,0.0926640984,友達,0,やりとり,0.3575784477,日本,0.5195776681
二人,0.1482136876,留学,0.180106924,語,0.5707635638,自分,0.1929139682,方,0.4008546289,すね,0.3162843811,二人,0.0737720005,無作為,0,英語,0.3563038605,海外,0.5195776681
自分,0.141999908,手段,0.1782064697,手軽,0.5707635638,二人,0.1463704563,私,0.3984003717,事前,0.3160497063,チケット,0.0506482532,変,0,お互い,0.3552898838,自分,0.5195776681
カフェ,0.1393658284,神戸市,0.1766728434,誘導,0.5707635638,閉鎖,0.0731456737,どっち,0.389735081,不安,0.3147579185,案内,0.0476456033,事件,0,よね,0.3552898838,観光,0.5195776681
半分,0.0253683988,旅行客,0.1754997459,もともと,0.5707635638,側,0.0443938167,英語,0.1952891842,簡単,0.3124101524,場,0.0323232147,風,0,要素,0.3552898838,要,0.5195776681
ほん,0,何か,0.1754987637,正直,0.5707635638,ほん,0,ほん,0,神戸市,0.3119796814,ほん,0,安全面,0,コース,0.3552898838,地元,0.4618719679
一,0,一緒,0.1754987637,お墨付き,0.5707635638,一,0,一,0,観光,0.3099574873,一,0,コミュニティ,0,表示,0.3552898838,おさらい,0.3699733005
おさらい,0,相手,0.175484837,連携,0.5707635638,おさらい,0,おさらい,0,やりとり,0.3059570692,おさらい,0,こちら側,0,飯,0.3552898838,えと,0.3699733005
えと,0,案,0.1751795342,運営,0.5707635638,えと,0,えと,0,お互い,0.3039988911,えと,0,神戸,0,ぐるナビ,0.3552898838,ネタ,0.3699733005
最初,0,海外,0.1727542527,信頼,0.5707635638,最初,0,最初,0,よね,0.3039988911,最初,0,国際都市,0,状態,0.3552898838,ビジネス,0.3699733005
ネタ,0,ほん,0.1632494636,生田神社,0.5707635638,ネタ,0,ネタ,0,要素,0.3039988911,ネタ,0,外国,0,ランゲージ,0.3552898838,活用,0.3699733005
僕,0,話,0.1627690378,境内,0.5707635638,僕,0,僕,0,コース,0.3039988911,僕,0,ほとんど,0,メッセージ,0.3552898838,ばー,0.3699733005
ビジネス,0,外国人,0.1623576703,マニュアル,0.5707635638,ビジネス,0,ビジネス,0,表示,0.3039988911,ビジネス,0,本当,0,ネット,0.3552898838,６,0.3699733005
活用,0,説明,0.1567813301,用意,0.5707635638,活用,0,活用,0,飯,0.3039988911,活用,0,日本語,0,斡旋,0.3552898838,その子,0.3699733005
あれ,0,反応,0.1558725419,お寺,0.5707635638,あれ,0,あれ,0,ぐるナビ,0.3039988911,あれ,0,接点,0,交換,0.3552898838,仕事,0.3699733005
ばー,0,おっさん,0.1542943616,たいへん,0.5707635638,ばー,0,ばー,0,状態,0.3039988911,ばー,0,いろいろ,0,店,0.3552898838,合間,0.3699733005
子供,0,複数,0.1427932054,歴史,0.5707635638,子供,0,子供,0,ランゲージ,0.3039988911,子供,0,壁,0,検定,0.3552898838,無作為,0.3699733005
双子,0,場所,0.1314626025,パンフレット,0.5707635638,双子,0,双子,0,メッセージ,0.3039988911,双子,0,融合,0,不満,0.3552898838,事件,0.3699733005
６,0,サービス,0.1310214701,スペース,0.5707635638,６,0,６,0,ネット,0.3039988911,６,0,出会い系,0,実名,0.3552898838,こちら側,0.3699733005
その子,0,やり方,0.1188744764,暇,0.5707635638,その子,0,その子,0,斡旋,0.3039988911,その子,0,今回,0,航空,0.3552898838,国際都市,0.3699733005
日本,0,パック,0.1188679282,タイミング,0.5707635638,日本,0,日本,0,交換,0.3039988911,日本,0,案,0,具現,0.3552898838,ほとんど,0.3699733005
勉強,0,みなさん,0.1174290284,ため,0.5707635638,勉強,0,勉強,0,店,0.3039988911,勉強,0,絵,0,変,0.3340552559,接点,0.3699733005
仕事,0,きれい,0.1169790018,何,0.5707635638,仕事,0,仕事,0,検定,0.3039988911,仕事,0,両者,0,掲示,0.3303378368,壁,0.3699733005
合間,0,市,0.115032258,相談,0.5707635638,合間,0,合間,0,不満,0.3039988911,合間,0,何か,0,サイト,0.3144027271,融合,0.3699733005
発信,0,F,0.1113021016,今度,0.5707635638,発信,0,発信,0,実名,0.3039988911,発信,0,知恵,0,場所,0.30857421,今回,0.3699733005
外国人,0,地域,0.1111622027,収集,0.5707635638,外国人,0,外国人,0,航空,0.3039988911,外国人,0,拝借,0,ガイドブック,0.3059546048,両者,0.3699733005
友達,0,完全,0.0927215008,何人,0.5707635638,友達,0,友達,0,具現,0.3039988911,友達,0,深堀,0,誰,0.3018290986,知恵,0.3699733005
無作為,0,サイト,0.0884230795,看板,0.5707635638,無作為,0,無作為,0,英語,0.2825113846,無作為,0,してい,0,地域,0.3010770456,拝借,0.3699733005
変,0,時間,0.0862584518,勉強,0.4635160487,変,0,変,0,シャットアウト,0.279134384,変,0,意見,0,F,0.3006312337,深堀,0.3699733005
事件,0,掲示,0.084336015,コミュニティ,0.4635160487,事件,0,事件,0,時間,0.2569726552,事件,0,観光客,0,形,0.3004455158,してい,0.3699733005
風,0,変,0.0821078347,いろいろ,0.4635160487,風,0,風,0,日本,0.2466851792,風,0,一つ,0,留学,0.2993164159,一つ,0.3699733005
安全面,0,お互い,0.077936271,きっかけ,0.4635160487,安全面,0,安全面,0,完全,0.2204518357,安全面,0,街,0,僕,0.2985777416,昔,0.3699733005
コミュニティ,0,よね,0.077936271,時,0.4635160487,コミュニティ,0,コミュニティ,0,今,0.2142265768,コミュニティ,0,昔,0,相手,0.2983847605,震災,0.3699733005
こちら側,0,要素,0.077936271,英会話,0.4635160487,こちら側,0,こちら側,0,F,0.2090867584,こちら側,0,震災,0,旅行客,0.2983469388,あそこ,0.3699733005
神戸,0,コース,0.077936271,スポット,0.4635160487,神戸,0,神戸,0,地域,0.2086535943,神戸,0,あそこ,0,何か,0.298276498,紙,0.3699733005
国際都市,0,表示,0.077936271,ディープ,0.4635160487,国際都市,0,国際都市,0,絵,0.1914294578,国際都市,0,もの,0,一緒,0.298276498,高校,0.3699733005
外国,0,飯,0.077936271,現地,0.4635160487,外国,0,外国,0,場所,0.1899863015,外国,0,紙,0,案,0.2980400748,回数,0.3699733005
ほとんど,0,ぐるナビ,0.077936271,サービス,0.4635160487,ほとんど,0,ほとんど,0,変,0.1860102558,ほとんど,0,きっかけ,0,中,0.2964017713,TOEIC,0.3699733005
本当,0,状態,0.077936271,神戸市,0.4635160487,本当,0,本当,0,案,0.1799155341,本当,0,今,0,神戸,0.2805934449,機会,0.3699733005
日本語,0,ランゲージ,0.077936271,地域,0.4635160487,日本語,0,日本語,0,何か,0.1794881302,日本語,0,高校,0,店先,0.2803189604,お金,0.3699733005
接点,0,メッセージ,0.077936271,F,0.4635160487,接点,0,接点,0,一緒,0.1794881302,接点,0,時,0,外国人,0.2772872741,週,0.3699733005
いろいろ,0,ネット,0.077936271,ほん,0.400780274,いろいろ,0,いろいろ,0,旅行客,0.179408087,いろいろ,0,相手,0,ほん,0.2754454201,毎日,0.3699733005
壁,0,斡旋,0.077936271,一,0.400780274,壁,0,壁,0,相手,0.179372866,壁,0,回数,0,説明,0.2628249452,頻度,0.3699733005
融合,0,交換,0.077936271,友達,0.400780274,融合,0,融合,0,留学,0.1759982058,融合,0,TOEIC,0,海外,0.2604714342,何回,0.3699733005
出会い系,0,店,0.077936271,観光客,0.400780274,出会い系,0,出会い系,0,中,0.171744265,出会い系,0,機会,0,複数,0.2592948836,環境,0.3699733005
今回,0,検定,0.077936271,説明,0.400780274,今回,0,今回,0,ガイドブック,0.1669446095,今回,0,英会話,0,外国,0.2558901971,組織,0.3699733005
